day,kosakata,furigana,arti,contoh1,arti_contoh1,contoh2,arti_contoh2
6,凸凹,でこぼこ,"TIDAK RATA, BERGELOMBANG",この道は凸凹していて歩きにくいです。,JALAN INI TIDAK RATA DAN SULIT UNTUK DILEWATI.,地面が凸凹なので自転車に乗りにくいです。,"KARENA TANAHNYA TIDAK RATA, SULIT MENGENDARAI SEPEDA."
6,デモンストレーション,デモンストレーション,DEMONSTRASI,店員が新しい製品の使い方をデモンストレーションしました。,PEGAWAI TOKO MENDemonstrasikan CARA MENGGUNAKAN PRODUK BARU.,先生が機械の使い方をデモンストレーションしてくれました。,GURU MENDemonstrasikan CARA MENGGUNAKAN MESIN.
6,電球,でんきゅう,BOLA LAMPU,電球が切れたので交換しました。,"KARENA BOLA LAMPU MATI, SAYA MENGGANTINYA.",部屋の電球が暗くなってきました。,BOLA LAMPU DI KAMAR MULAI MENJADI REDUP.
6,電波,でんぱ,"GELOMBANG RADIO, SINYAL",この場所は電波が弱いです。,SINYAL DI TEMPAT INI LEMAH.,電波が悪くて電話が聞こえません。,"KARENA SINYAL BURUK, SUARA SAAT TELEPON TIDAK TERDENGAR."
6,電報,でんぽう,TELEGRAM,昔は電報で知らせを送りました。,DAHULU ORANG MENGIRIM KABAR MELALUI TELEGRAM.,祖父は昔、電報を受け取ったことがあります。,KAKEK SAYA PERNAH MENERIMA TELEGRAM DAHULU.
6,伝染,でんせん,PENULARAN,この病気は人から人へ伝染します。,PENYAKIT INI MENULAR DARI SATU ORANG KE ORANG LAIN.,病気の伝染を防ぐために手を洗いましょう。,MARI MENCUCI TANGAN UNTUK MENCEGAH PENULARAN PENYAKIT.
6,電子工学,でんしこうがく,TEKNIK ELEKTRONIKA,大学で電子工学を専攻しています。,SAYA MENGAMBIL JURUSAN TEKNIK ELEKTRONIKA DI UNIVERSITAS.,電子工学の知識が仕事に役立っています。,PENGETAHUAN TEKNIK ELEKTRONIKA BERGUNA DALAM PEKERJAAN.
6,電卓／計算機,でんたく／けいさんき,KALKULATOR,電卓を使って計算しました。,SAYA MENGHITUNG DENGAN MENGGUNAKAN KALKULATOR.,計算機があればすぐに答えが分かります。,"JIKA ADA KALKULATOR, KITA BISA SEGERA MENGETAHUI JAWABANNYA."
6,どきどき,どきどき,DEG-DEGAN,面接の前は心臓がどきどきしました。,"SEBELUM WAWANCARA, JANTUNG SAYA BERDEBAR-DEBAR.",初めて人前で話すので、どきどきしています。,"KARENA PERTAMA KALI BERBICARA DI DEPAN BANYAK ORANG, SAYA MERASA DEG-DEGAN."
6,毒,どく,RACUN,この植物には毒があります。,TANAMAN INI MENGANDUNG RACUN.,毒のある食べ物を食べてはいけません。,JANGAN MEMAKAN MAKANAN YANG MENGANDUNG RACUN.
6,独立,どくりつ,"KEMERDEKAAN, KEMANDIRIAN",インドネシアは1945年に独立しました。,INDONESIA MERDEKA PADA TAHUN 1945.,大学を卒業して、親から独立しました。,"SETELAH LULUS UNIVERSITAS, SAYA HIDUP MANDIRI DARI ORANG TUA."
6,独身,どくしん,LAJANG,彼はまだ独身です。,DIA MASIH LAJANG.,独身の友達と食事をしました。,SAYA MAKAN BERSAMA TEMAN YANG MASIH LAJANG.
6,読書,どくしょ,MEMBACA BUKU,毎晩、寝る前に読書をしています。,"SETIAP MALAM, SAYA MEMBACA BUKU SEBELUM TIDUR.",読書は日本語の勉強にも役立ちます。,MEMBACA BUKU JUGA BERGUNA UNTUK BELAJAR BAHASA JEPANG.
6,丼,どんぶり,"MANGKUK BESAR, DONBURI",昼ご飯に牛丼を食べました。,SAYA MAKAN GYUDON UNTUK MAKAN SIANG.,大きなどんぶりにご飯を入れました。,SAYA MEMASUKKAN NASI KE DALAM MANGKUK BESAR.
6,泥,どろ,LUMPUR,雨の後で道が泥だらけになりました。,"SETELAH HUJAN, JALAN MENJADI PENUH LUMPUR.",靴に泥がついてしまいました。,SEPATU SAYA TERKENA LUMPUR.
6,同意,どうい,PERSETUJUAN,その意見に同意します。,SAYA SETUJU DENGAN PENDAPAT ITU.,みんなの同意を得てから始めましょう。,MARI MULAI SETELAH MENDAPAT PERSETUJUAN SEMUA ORANG.
7,同情,どうじょう,"RASA IBA, SIMPATI",彼の話を聞いて同情しました。,SAYA MERASA IBA SETELAH MENDENGAR CERITANYA.,彼女は困っている人に同情する優しい人です。,DIA ADALAH ORANG BAIK YANG BERSIMPATI KEPADA ORANG YANG SEDANG KESUSAHAN.
7,同感,どうかん,"SEPAHAM, MERASA SAMA",私もその意見に同感です。,SAYA JUGA SEPAHAM DENGAN PENDAPAT ITU.,「健康が一番大切だ」という意見に同感です。,SAYA SEPAHAM DENGAN PENDAPAT BAHWA KESEHATAN ADALAH YANG PALING PENTING.
7,動機,どうき,"MOTIVASI, ALASAN PENDORONG",日本で働きたいと思った動機を説明しました。,SAYA MENJELASKAN MOTIVASI YANG MEMBUAT SAYA INGIN BEKERJA DI JEPANG.,その事件の動機はまだ分かっていません。,MOTIF DARI KASUS TERSEBUT MASIH BELUM DIKETAHUI.
7,道路,どうろ,JALAN RAYA,この道路は車が多いです。,JALAN RAYA INI BANYAK DILALUI MOBIL.,道路を渡るときは気をつけてください。,BERHATI-HATILAH SAAT MENYEBERANG JALAN.
7,道路標識,どうろひょうしき,RAMBU JALAN,道路標識をよく見て運転してください。,"SAAT MENGEMUDI, PERHATIKAN RAMBU JALAN DENGAN BAIK.",この道路標識は何を意味していますか。,APA ARTI RAMBU JALAN INI?
7,動作,どうさ,"GERAKAN, TINDAKAN",この機械は動作が速いです。,GERAKAN MESIN INI CEPAT.,画面をタッチすると動作が始まります。,"JIKA LAYAR DISENTUH, OPERASINYA AKAN DIMULAI."
7,同格,どうかく,"SETARA, KEDUDUKAN YANG SAMA",彼は私と同格の立場です。,DIA BERADA PADA POSISI YANG SETARA DENGAN SAYA.,二人を同格として扱います。,KEDUA ORANG TERSEBUT DIPERLAKUKAN SEBAGAI PIHAK YANG SETARA.
7,動詞,どうし,KATA KERJA,「食べる」は動詞です。,「食べる」ADALAH KATA KERJA.,日本語の動詞を毎日覚えています。,SAYA MENGHAFAL KATA KERJA BAHASA JEPANG SETIAP HARI.
7,枝,えだ,"CABANG, DAHAN",木の枝に鳥が止まっています。,SEEKOR BURUNG BERTENGGER DI DAHAN POHON.,強い風で枝が折れました。,DAHAN POHON PATAH KARENA ANGIN KENCANG.
7,営業,えいぎょう,"BISNIS, OPERASIONAL",この店は朝九時から営業しています。,TOKO INI BUKA MULAI PUKUL SEMBILAN PAGI.,日曜日も営業していますか。,APAKAH BUKA JUGA PADA HARI MINGGU?
7,営業所,えいぎょうしょ,"KANTOR CABANG, TEMPAT USAHA",東京の営業所で働いています。,SAYA BEKERJA DI KANTOR CABANG TOKYO.,営業所に電話して確認してください。,TOLONG HUBUNGI KANTOR CABANG UNTUK MEMASTIKANNYA.
7,映像,えいぞう,"GAMBAR, REKAMAN VISUAL",大きな画面で映像を見ました。,SAYA MELIHAT GAMBAR/REKAMAN VISUAL DI LAYAR BESAR.,防犯カメラの映像を確認しています。,MEREKA SEDANG MEMERIKSA REKAMAN KAMERA KEAMANAN.
7,液体,えきたい,CAIRAN,この薬は液体です。,OBAT INI BERBENTUK CAIR.,液体をこぼさないようにしてください。,TOLONG JANGAN SAMPAI MENUMPAHKAN CAIRAN.
7,エコロジー,エコロジー,EKOLOGI,エコロジーに関心があります。,SAYA TERTARIK DENGAN EKOLOGI.,エコロジーを考えて電気を節約しています。,SAYA MENGHEMAT LISTRIK DEMI MEMPERHATIKAN LINGKUNGAN.
7,延長,えんちょう,PERPANJANGAN,会議を30分延長しました。,RAPAT DIPERPANJANG SELAMA 30 MENIT.,試験時間の延長をお願いしました。,SAYA MEMINTA PERPANJANGAN WAKTU UJIAN.
7,援助,えんじょ,"BANTUAN, PERTOLONGAN",困っている人を援助しました。,SAYA MEMBANTU ORANG YANG SEDANG KESUSAHAN.,国から援助を受けています。,KAMI MENERIMA BANTUAN DARI PEMERINTAH.
7,宴会,えんかい,"JAMUAN, PESTA MAKAN",会社の宴会に参加しました。,SAYA MENGIKUTI JAMUAN PERUSAHAAN.,宴会ではみんなで楽しく話しました。,"DI JAMUAN, KAMI BERBINCANG DENGAN SENANG BERSAMA-SAMA."
7,延期,えんき,PENUNDAAN,雨のため試合は延期されました。,PERTANDINGAN DITUNDA KARENA HUJAN.,会議は来週に延期になりました。,RAPAT DITUNDA SAMPAI MINGGU DEPAN.
7,絵具／絵の具,えのぐ,CAT LUKIS,絵具を使って絵を描きました。,SAYA MENGGAMBAR DENGAN MENGGUNAKAN CAT LUKIS.,子供が絵の具で手を汚しました。,ANAK ITU MENGOTORI TANGANNYA DENGAN CAT.
7,鉛筆削り,えんぴつけずり,RAUTAN PENSIL,鉛筆削りで鉛筆を削りました。,SAYA MERAUT PENSIL DENGAN RAUTAN.,鉛筆削りが壊れてしまいました。,RAUTAN PENSILNYA RUSAK.
8,炎症,えんしょう,PERADANGAN,喉に炎症があります。,ADA PERADANGAN PADA TENGGOROKAN.,炎症がひどくなったので病院へ行きました。,"KARENA PERADANGANNYA MEMBURUK, SAYA PERGI KE RUMAH SAKIT."
8,煙突,えんとつ,CEROBONG ASAP,家の煙突から煙が出ています。,ASAP KELUAR DARI CEROBONG RUMAH.,古い工場には大きな煙突があります。,PABRIK TUA ITU MEMILIKI CEROBONG ASAP YANG BESAR.
8,吹雪,ふぶき,BADAI SALJU,吹雪のため道路が通れません。,"KARENA BADAI SALJU, JALAN TIDAK DAPAT DILEWATI.",吹雪が収まるまで外に出ないでください。,JANGAN KELUAR SAMPAI BADAI SALJU MEREDA.
8,普段,ふだん,"BIASANYA, SEHARI-HARI",普段は電車で会社へ行きます。,BIASANYA SAYA PERGI KE PERUSAHAAN DENGAN KERETA.,普段から健康に気をつけています。,SAYA SELALU MEMPERHATIKAN KESEHATAN DALAM KEHIDUPAN SEHARI-HARI.
8,筆,ふで,KUAS,筆を使って字を書きました。,SAYA MENULIS HURUF DENGAN MENGGUNAKAN KUAS.,新しい筆を買いました。,SAYA MEMBELI KUAS BARU.
8,不潔,ふけつ,"TIDAK BERSIH, JOROK",不潔な手で食べ物を触らないでください。,JANGAN MENYENTUH MAKANAN DENGAN TANGAN YANG KOTOR.,部屋が不潔だと病気になる可能性があります。,"JIKA RUANGAN KOTOR, ADA KEMUNGKINAN TERKENA PENYAKIT."
8,袋,ふくろ,"KANTONG, KANTUNG",買った物を袋に入れました。,SAYA MEMASUKKAN BARANG YANG DIBELI KE DALAM KANTONG.,この袋は大きくて丈夫です。,KANTONG INI BESAR DAN KUAT.
8,複写,ふくしゃ,"SALINAN, MENYALIN",この書類を複写してください。,TOLONG SALIN DOKUMEN INI.,必要な書類を複写して保存しました。,SAYA MENYALIN DAN MENYIMPAN DOKUMEN YANG DIPERLUKAN.
8,福祉,ふくし,KESEJAHTERAAN SOSIAL,福祉について大学で勉強しました。,SAYA BELAJAR TENTANG KESEJAHTERAAN SOSIAL DI UNIVERSITAS.,高齢者福祉の仕事に興味があります。,SAYA TERTARIK DENGAN PEKERJAAN DI BIDANG KESEJAHTERAAN LANSIA.
8,副詞,ふくし,KATA KETERANGAN,「とても」は副詞です。,「とても」ADALAH KATA KETERANGAN.,副詞の使い方を勉強しています。,SAYA SEDANG MEMPELAJARI CARA MENGGUNAKAN KATA KETERANGAN.
8,複数,ふくすう,"JAMAK, BEBERAPA",複数の人が同じ意見を持っています。,BEBERAPA ORANG MEMILIKI PENDAPAT YANG SAMA.,複数の答えを選んでもいいです。,ANDA BOLEH MEMILIH BEBERAPA JAWABAN.
8,服装,ふくそう,"PAKAIAN, CARA BERPAKAIAN",面接では服装に気をつけてください。,"SAAT WAWANCARA, PERHATIKAN CARA BERPAKAIAN.",仕事に合った服装を選びました。,SAYA MEMILIH PAKAIAN YANG SESUAI DENGAN PEKERJAAN.
8,普及,ふきゅう,"PENYEBARLUASAN, POPULARITAS",スマートフォンが世界中に普及しています。,PONSEL PINTAR TERSEBAR LUAS DI SELURUH DUNIA.,インターネットの普及で生活が便利になりました。,KEHIDUPAN MENJADI LEBIH NYAMAN KARENA PENYEBARLUASAN INTERNET.
8,船便,ふなびん,"POS LAUT, PENGIRIMAN LEWAT KAPAL",荷物を船便で送りました。,SAYA MENGIRIM BARANG MELALUI POS LAUT.,船便は航空便より時間がかかります。,PENGIRIMAN LEWAT KAPAL MEMBUTUHKAN WAKTU LEBIH LAMA DARIPADA PENGIRIMAN UDARA.
8,噴火,ふんか,LETUSAN GUNUNG BERAPI,火山が突然噴火しました。,GUNUNG BERAPI TIBA-TIBA MELETUS.,噴火によって道路が通れなくなりました。,JALAN MENJADI TIDAK DAPAT DILEWATI KARENA LETUSAN GUNUNG BERAPI.
8,雰囲気,ふんいき,"SUASANA, NUANSA",この店は雰囲気がとてもいいです。,SUASANA TOKO INI SANGAT BAGUS.,面接会場は緊張した雰囲気でした。,SUASANA TEMPAT WAWANCARA TERASA TEGANG.
8,フリーランス,フリーランス,PEKERJA LEPAS,彼はフリーランスのデザイナーです。,DIA ADALAH DESAINER FREELANCE.,フリーランスとして自宅で働いています。,DIA BEKERJA DARI RUMAH SEBAGAI PEKERJA FREELANCE.
8,付箋紙,ふせんし,KERTAS CATATAN TEMPEL,大切なページに付箋紙を貼りました。,SAYA MENEMPELKAN STICKY NOTE PADA HALAMAN YANG PENTING.,付箋紙に予定を書いて机に貼っています。,SAYA MENULIS JADWAL DI STICKY NOTE DAN MENEMPELKANNYA DI MEJA.
8,蓋,ふた,"TUTUP, PENUTUP",鍋の蓋を閉めてください。,TOLONG TUTUP TUTUP PANCI.,ペットボトルの蓋がありません。,TUTUP BOTOL PLASTIKNYA TIDAK ADA.
8,双子,ふたご,ANAK KEMBAR,私の友達には双子の兄弟がいます。,TEMAN SAYA MEMILIKI SAUDARA KEMBAR.,双子の姉妹はよく似ています。,SAUDARA PEREMPUAN KEMBAR ITU SANGAT MIRIP.
9,負担,ふたん,"BEBAN, TANGGUNGAN",家族の負担を減らしたいです。,SAYA INGIN MENGURANGI BEBAN KELUARGA.,この仕事は体への負担が大きいです。,PEKERJAAN INI MEMBERIKAN BEBAN BESAR PADA TUBUH.
9,普通,ふつう,"BIASA, UMUM",普通の生活を送りたいです。,SAYA INGIN MENJALANI KEHIDUPAN YANG BIASA.,この電車は普通電車です。,KERETA INI ADALAH KERETA BIASA.
9,不通,ふつう,"TERPUTUS, TIDAK TERHUBUNG",大雨で電話が不通になりました。,"KARENA HUJAN DERAS, SAMBUNGAN TELEPON TERPUTUS.",台風の影響で電車が不通になっています。,KERETA TIDAK BEROPERASI KARENA DAMPAK TOPAN.
9,夫婦,ふうふ,SUAMI ISTRI,あの二人は仲のいい夫婦です。,KEDUA ORANG ITU ADALAH PASANGAN SUAMI ISTRI YANG RUKUN.,夫婦で旅行に行きました。,KAMI PERGI BERLIBUR SEBAGAI SUAMI ISTRI.
9,風景,ふうけい,PEMANDANGAN,山から美しい風景が見えます。,PEMANDANGAN YANG INDAH TERLIHAT DARI GUNUNG.,日本の田舎の風景が好きです。,SAYA SUKA PEMANDANGAN PEDESAAN JEPANG.
9,不運,ふうん,KETIDAKBERUNTUNGAN,事故に遭うなんて本当に不運でした。,BENAR-BENAR TIDAK BERUNTUNG SAMPAI MENGALAMI KECELAKAAN.,不運が続いて、何をしてもうまくいきません。,KETIDAKBERUNTUNGAN TERUS TERJADI DAN APA PUN YANG DILAKUKAN TIDAK BERHASIL.
9,風船,ふうせん,BALON,子供たちに風船を配りました。,SAYA MEMBAGIKAN BALON KEPADA ANAK-ANAK.,赤い風船が空に飛んでいきました。,BALON MERAH TERBANG KE LANGIT.
9,付属,ふぞく,"TERMASUK, TERLAMPIR, AFILIASI",説明書は商品に付属しています。,PETUNJUK PENGGUNAAN SUDAH TERMASUK DALAM PRODUK.,この学校には病院が付属しています。,SEKOLAH INI MEMILIKI RUMAH SAKIT AFILIASI.
9,画用紙,がようし,KERTAS GAMBAR,子供たちは画用紙に絵を描きました。,ANAK-ANAK MENGGAMBAR DI KERTAS GAMBAR.,画用紙を一枚ください。,TOLONG BERIKAN SAYA SELEMBAR KERTAS GAMBAR.
9,ガードレール,ガードレール,PAGAR PENGAMAN JALAN,車がガードレールにぶつかりました。,MOBIL MENABRAK PAGAR PENGAMAN JALAN.,道路の横にガードレールがあります。,ADA PAGAR PENGAMAN DI SISI JALAN.
9,画鋲,がびょう,PAKU PAYUNG,ポスターを画鋲で壁に貼りました。,SAYA MENEMPELKAN POSTER KE DINDING DENGAN PAKU PAYUNG.,画鋲が床に落ちているので気をつけてください。,HATI-HATI KARENA ADA PAKU PAYUNG JATUH DI LANTAI.
9,我意,がい,KEHENDAK DIRI,我意を通そうとしてはいけません。,JANGAN MEMAKSAKAN KEHENDAK SENDIRI.,彼は我意が強く、人の意見を聞きません。,DIA SANGAT MEMAKSAKAN KEHENDAKNYA DAN TIDAK MAU MENDENGARKAN PENDAPAT ORANG LAIN.
9,ガイド,ガイド,PEMANDU,ガイドが観光地を案内してくれました。,PEMANDU MEMANDU KAMI DI TEMPAT WISATA.,日本語のガイドをお願いしました。,SAYA MEMINTA PEMANDU BERBAHASA JEPANG.
9,外壁,がいへき,DINDING LUAR,家の外壁を塗り直しました。,DINDING LUAR RUMAH DICAT ULANG.,外壁にひびが入っています。,ADA RETAKAN PADA DINDING LUAR.
9,外食,がいしょく,MAKAN DI LUAR,今日は家族と外食します。,HARI INI SAYA AKAN MAKAN DI LUAR BERSAMA KELUARGA.,忙しい日は外食することが多いです。,"PADA HARI-HARI SIBUK, SAYA SERING MAKAN DI LUAR."
9,崖崩れ,がけくずれ,LONGSORAN TEBING,大雨で崖崩れが起きました。,LONGSORAN TEBING TERJADI KARENA HUJAN DERAS.,崖崩れの危険があるので近づかないでください。,JANGAN MENDEKAT KARENA ADA BAHAYA LONGSORAN TEBING.
9,学期,がっき,SEMESTER,新しい学期が始まりました。,SEMESTER BARU TELAH DIMULAI.,今学期は日本語をもっと勉強します。,SEMESTER INI SAYA AKAN BELAJAR BAHASA JEPANG LEBIH BANYAK.
9,学問,がくもん,"ILMU PENGETAHUAN, AKADEMIK",大学ではさまざまな学問を学べます。,DI UNIVERSITAS KITA DAPAT MEMPELAJARI BERBAGAI ILMU.,学問を深く学ぶには時間が必要です。,DIBUTUHKAN WAKTU UNTUK MEMPELAJARI ILMU SECARA MENDALAM.
9,学年,がくねん,TINGKAT/TAHUN SEKOLAH,私は大学三年生の学年です。,SAYA BERADA DI TAHUN KETIGA UNIVERSITAS.,学年が変わるとクラスも変わります。,"KETIKA TINGKAT SEKOLAH BERUBAH, KELAS JUGA BERUBAH."
9,ガムテープ,ガムテープ,LAKBAN,箱をガムテープで閉じました。,SAYA MENUTUP KOTAK DENGAN LAKBAN.,壊れた部分をガムテープで固定しました。,SAYA MEMPERBAIKI BAGIAN YANG RUSAK DENGAN LAKBAN.
10,元日,がんじつ,TANGGAL 1 JANUARI,元日は家族と一緒に過ごしました。,"PADA TANGGAL 1 JANUARI, SAYA MENGHABISKAN WAKTU BERSAMA KELUARGA.",元日に神社へ行きました。,"PADA TANGGAL 1 JANUARI, SAYA PERGI KE KUIL SHINTO."
10,岩石,がんせき,"BATU, BATUAN",この山には珍しい岩石があります。,GUNUNG INI MEMILIKI BATUAN YANG LANGKA.,岩石を調べる研究をしています。,SAYA MELAKUKAN PENELITIAN TENTANG BATUAN.
10,元旦,がんたん,PAGI/TANGGAL PERTAMA TAHUN BARU,元旦の朝に家族で挨拶しました。,"PADA PAGI TAHUN BARU, KAMI SALING MEMBERI SALAM SEBAGAI KELUARGA.",元旦に初日の出を見ました。,"PADA PAGI TAHUN BARU, SAYA MELIHAT MATAHARI TERBIT PERTAMA."
10,芸術,げいじゅつ,SENI,私は日本の芸術に興味があります。,SAYA TERTARIK DENGAN SENI JEPANG.,美術館でさまざまな芸術作品を見ました。,SAYA MELIHAT BERBAGAI KARYA SENI DI MUSEUM SENI.
10,現場,げんば,"LOKASI KEJADIAN, LAPANGAN",事故の現場を警察が調べています。,POLISI SEDANG MEMERIKSA LOKASI KECELAKAAN.,現場で働く人の安全を守る必要があります。,KITA PERLU MENJAGA KESELAMATAN ORANG-ORANG YANG BEKERJA DI LAPANGAN.
10,限度,げんど,"BATAS, LIMIT",このカードには利用限度があります。,KARTU INI MEMILIKI BATAS PENGGUNAAN.,一日の利用限度を確認してください。,TOLONG PERIKSA BATAS PENGGUNAAN PER HARI.
10,解熱剤,げねつざい,OBAT PENURUN DEMAM,熱が高かったので解熱剤を飲みました。,"KARENA DEMAMNYA TINGGI, SAYA MINUM OBAT PENURUN DEMAM.",解熱剤を使う前に医師に相談してください。,KONSULTASIKAN DENGAN DOKTER SEBELUM MENGGUNAKAN OBAT PENURUN DEMAM.
10,言語学,げんごがく,LINGUISTIK,大学で言語学を勉強しています。,SAYA BELAJAR LINGUISTIK DI UNIVERSITAS.,言語学は言葉の仕組みを研究する学問です。,LINGUISTIK ADALAH ILMU YANG MEMPELAJARI SISTEM BAHASA.
10,現実,げんじつ,"KENYATAAN, REALITAS",現実は思ったより厳しかったです。,KENYATAANNYA LEBIH SULIT DARIPADA YANG SAYA BAYANGKAN.,現実を受け入れることも大切です。,MENERIMA KENYATAAN JUGA PENTING.
10,現状,げんじょう,KONDISI SAAT INI,現状を正しく理解する必要があります。,KITA PERLU MEMAHAMI KONDISI SAAT INI DENGAN BENAR.,会社の現状について説明しました。,SAYA MENJELASKAN KONDISI PERUSAHAAN SAAT INI.
10,限界,げんかい,"BATAS, LIMIT",もう我慢の限界です。,KESABARAN SAYA SUDAH MENCAPAI BATAS.,人間の体には限界があります。,TUBUH MANUSIA MEMILIKI BATAS.
10,玄関,げんかん,PINTU MASUK,靴を玄関で脱いでください。,TOLONG LEPAS SEPATU DI PINTU MASUK.,玄関に新しい靴箱を置きました。,SAYA MELETAKKAN RAK SEPATU BARU DI PINTU MASUK.
10,現金,げんきん,UANG TUNAI,この店では現金しか使えません。,DI TOKO INI HANYA BISA MENGGUNAKAN UANG TUNAI.,現金を持っていなかったのでカードで払いました。,"KARENA TIDAK MEMBAWA UANG TUNAI, SAYA MEMBAYAR DENGAN KARTU."
10,原稿,げんこう,"NASKAH, MANUSKRIP",原稿を書いて先生に提出しました。,SAYA MENULIS NASKAH DAN MENYERAHKANNYA KEPADA GURU.,原稿を何度も読み直しました。,SAYA MEMBACA ULANG NASKAH TERSEBUT BERKALI-KALI.
10,原稿用紙,げんこうようし,KERTAS NASKAH,原稿用紙に作文を書きました。,SAYA MENULIS KARANGAN DI KERTAS NASKAH.,原稿用紙の使い方を先生に教えてもらいました。,GURU MENGAJARI SAYA CARA MENGGUNAKAN KERTAS NASKAH.
10,減量,げんりょう,PENGURANGAN BERAT,健康のために減量を始めました。,SAYA MULAI MENURUNKAN BERAT BADAN DEMI KESEHATAN.,減量するために運動しています。,SAYA BEROLAHRAGA UNTUK MENURUNKAN BERAT BADAN.
10,減産,げんさん,PENGURANGAN PRODUKSI,原料不足のため減産しました。,PRODUKSI DIKURANGI KARENA KEKURANGAN BAHAN BAKU.,工場は一時的に減産を決めました。,PABRIK MEMUTUSKAN UNTUK MENGURANGI PRODUKSI UNTUK SEMENTARA.
10,原産,げんさん,"ASAL, TEMPAT ASAL",このコーヒーの原産地はインドネシアです。,ASAL KOPI INI ADALAH INDONESIA.,原産地を確認してから商品を買いました。,SAYA MEMBELI PRODUK SETELAH MEMERIKSA TEMPAT ASALNYA.
10,現象,げんしょう,FENOMENA,この現象は科学的に説明できます。,FENOMENA INI DAPAT DIJELASKAN SECARA ILMIAH.,珍しい現象が観察されました。,SEBUAH FENOMENA LANGKA TELAH DIAMATI.
10,減収,げんしゅう,PENURUNAN PENDAPATAN,今年は会社が減収になりました。,TAHUN INI PENDAPATAN PERUSAHAAN MENURUN.,減収の原因を調べています。,MEREKA SEDANG MENYELIDIKI PENYEBAB PENURUNAN PENDAPATAN.
11,減速,げんそく,"PERLAMBATAN, MENGURANGI KECEPATAN",カーブの前で車が減速しました。,MOBIL MENGURANGI KECEPATAN SEBELUM TIKUNGAN.,雨の日は早めに減速してください。,"PADA HARI HUJAN, TOLONG PERLAMBAT KECEPATAN LEBIH AWAL."
11,減退,げんたい,"PENURUNAN, KEMEROSOTAN",最近、体力が減退しています。,AKHIR-AKHIR INI KEKUATAN FISIK SAYA MENURUN.,人気が減退した原因を調べています。,MEREKA MENYELIDIKI PENYEBAB MENURUNNYA POPULARITAS.
11,減点,げんてん,PENGURANGAN NILAI/POIN,答えを間違えると減点されます。,"JIKA JAWABANNYA SALAH, NILAI AKAN DIKURANGI.",遅刻すると減点になる場合があります。,TERLAMBAT MUNGKIN MENYEBABKAN PENGURANGAN NILAI.
11,原付,げんつき,MOTOR SKUTER KECIL,原付で駅まで行きました。,SAYA PERGI KE STASIUN DENGAN MOTOR SKUTER KECIL.,原付を運転するときはヘルメットをかぶります。,"SAAT MENGENDARAI MOTOR SKUTER, SAYA MEMAKAI HELM."
11,現在,げんざい,"SAAT INI, SEKARANG",現在、日本語を勉強しています。,SAAT INI SAYA SEDANG BELAJAR BAHASA JEPANG.,現在の状況を教えてください。,TOLONG BERITAHU KONDISI SAAT INI.
11,減塩,げんえん,MENGURANGI GARAM,健康のために減塩しています。,SAYA MENGURANGI KONSUMSI GARAM DEMI KESEHATAN.,減塩の料理を作りました。,SAYA MEMBUAT MASAKAN RENDAH GARAM.
11,減額,げんがく,PENGURANGAN JUMLAH UANG,給料の減額に反対しています。,SAYA MENENTANG PENGURANGAN GAJI.,料金が減額されることになりました。,BIAYA TERSEBUT AKAN DIKURANGI.
11,下宿,げしゅく,"KOS, RUMAH INDEKOS",学生のころ、東京で下宿していました。,"SAAT MENJADI MAHASISWA, SAYA TINGGAL DI KOS DI TOKYO.",大学の近くで下宿を探しています。,SAYA SEDANG MENCARI KOS DI DEKAT UNIVERSITAS.
11,下水,げすい,"AIR LIMBAH, SALURAN PEMBUANGAN",下水が詰まって水が流れません。,SALURAN PEMBUANGAN TERSUMBAT SEHINGGA AIR TIDAK MENGALIR.,下水処理場で水をきれいにします。,AIR DIBERSIHKAN DI INSTALASI PENGOLAHAN AIR LIMBAH.
11,議長,ぎちょう,KETUA RAPAT,議長が会議を始めました。,KETUA RAPAT MEMULAI RAPAT.,議長が意見をまとめました。,KETUA RAPAT MERANGKUM PENDAPAT-PENDAPAT YANG ADA.
11,議事堂,ぎじどう,GEDUNG PARLEMEN,国会議員が議事堂に集まりました。,ANGGOTA PARLEMEN BERKUMPUL DI GEDUNG PARLEMEN.,議事堂の前で記者会見が行われました。,KONFERENSI PERS DIADAKAN DI DEPAN GEDUNG PARLEMEN.
11,疑問,ぎもん,"PERTANYAAN, KERAGUAN",この説明には疑問があります。,ADA KERAGUAN TERHADAP PENJELASAN INI.,疑問があったら先生に聞いてください。,"JIKA ADA PERTANYAAN, TANYAKAN KEPADA GURU."
11,疑問符,ぎもんふ,TANDA TANYA,文の最後に疑問符を付けます。,LETAKKAN TANDA TANYA DI AKHIR KALIMAT.,疑問符がある文は質問を表します。,KALIMAT YANG MEMILIKI TANDA TANYA MENUNJUKKAN SEBUAH PERTANYAAN.
11,義務,ぎむ,KEWAJIBAN,仕事を最後までやるのは私の義務です。,MENYELESAIKAN PEKERJAAN SAMPAI AKHIR ADALAH KEWAJIBAN SAYA.,ルールを守ることはみんなの義務です。,MEMATUHI PERATURAN ADALAH KEWAJIBAN SEMUA ORANG.
11,御飯,ごはん,"NASI, MAKAN",御飯を食べてから勉強します。,SAYA BELAJAR SETELAH MAKAN.,毎朝、家族と御飯を食べます。,SETIAP PAGI SAYA MAKAN BERSAMA KELUARGA.
